"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	Count
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Female"	"F"	180
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	451
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Female"	"F"	136
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	321
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Female"	"F"	116
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Male"	"M"	175
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	"Female"	"F"	70
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"80-84 years"	"80-84"	"Male"	"M"	105
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"Female"	"F"	60
	"Oral Cavity and Pharynx"	"20010-20100"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"Male"	"M"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"10-14 years"	"10-14"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"10-14 years"	"10-14"	"Male"	"M"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"15-19 years"	"15-19"	"Female"	"F"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"15-19 years"	"15-19"	"Male"	"M"	75
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"20-24 years"	"20-24"	"Female"	"F"	105
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"20-24 years"	"20-24"	"Male"	"M"	128
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"25-29 years"	"25-29"	"Female"	"F"	231
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"25-29 years"	"25-29"	"Male"	"M"	266
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"30-34 years"	"30-34"	"Female"	"F"	379
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"30-34 years"	"30-34"	"Male"	"M"	508
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"35-39 years"	"35-39"	"Female"	"F"	535
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"35-39 years"	"35-39"	"Male"	"M"	852
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Female"	"F"	659
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"40-44 years"	"40-44"	"Male"	"M"	1296
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Female"	"F"	854
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	"Male"	"M"	1805
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Female"	"F"	1020
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	"Male"	"M"	2129
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Female"	"F"	1031
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	2333
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Female"	"F"	1055
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	2206
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Female"	"F"	1007
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	1997
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	884
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Male"	"M"	1547
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	710
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Male"	"M"	1128
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Female"	"F"	530
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"80-84 years"	"80-84"	"Male"	"M"	673
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Female"	"F"	551
	"Oral Cavity and Pharynx"	"20010-20100"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Male"	"M"	549
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"1-4 years"	"1-4"	"Male"	"M"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"Female"	"F"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"5-9 years"	"5-9"	"Male"	"M"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"Female"	"F"	146
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"10-14 years"	"10-14"	"Male"	"M"	162
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Female"	"F"	213
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Male"	"M"	258
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Female"	"F"	259
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Male"	"M"	243
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Female"	"F"	331
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Male"	"M"	314
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Female"	"F"	483
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Male"	"M"	481
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Female"	"F"	773
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	1017
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Female"	"F"	1256
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	2364
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	2072
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	5050
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	2965
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	7874
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	3380
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	9708
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	3131
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	9154
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	2608
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	7263
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	2034
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	4882
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	1577
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	2901
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	1045
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	1562
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	1088
	"Oral Cavity and Pharynx"	"20010-20100"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Male"	"M"	869
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"< 1 year"	"1"	"Female"	"F"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"< 1 year"	"1"	"Male"	"M"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"1-4 years"	"1-4"	"Female"	"F"	63
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"1-4 years"	"1-4"	"Male"	"M"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"5-9 years"	"5-9"	"Female"	"F"	172
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"5-9 years"	"5-9"	"Male"	"M"	163
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"10-14 years"	"10-14"	"Female"	"F"	462
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"10-14 years"	"10-14"	"Male"	"M"	378
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"15-19 years"	"15-19"	"Female"	"F"	735
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"15-19 years"	"15-19"	"Male"	"M"	703
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	1122
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	1009
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	1698
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	1747
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	2617
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	3158
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	4039
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	6554
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	6708
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	16308
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	11843
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	36186
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	18665
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	62253
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	24101
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	81866
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	26685
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	84148
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	27313
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	75206
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	26034
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"70-74 years"	"70-74"	"Male"	"M"	59461
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"75-79 years"	"75-79"	"Female"	"F"	23710
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"75-79 years"	"75-79"	"Male"	"M"	43194
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"80-84 years"	"80-84"	"Female"	"F"	19462
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"80-84 years"	"80-84"	"Male"	"M"	28682
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"85+ years"	"85+"	"Female"	"F"	21947
	"Oral Cavity and Pharynx"	"20010-20100"	"White"	"2106-3"	"85+ years"	"85+"	"Male"	"M"	22217
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"10-14 years"	"10-14"	"Male"	"M"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"15-19 years"	"15-19"	"Female"	"F"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"20-24 years"	"20-24"	"Female"	"F"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"20-24 years"	"20-24"	"Male"	"M"	39
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"25-29 years"	"25-29"	"Female"	"F"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"25-29 years"	"25-29"	"Male"	"M"	63
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"30-34 years"	"30-34"	"Female"	"F"	94
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"30-34 years"	"30-34"	"Male"	"M"	99
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"35-39 years"	"35-39"	"Female"	"F"	103
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"35-39 years"	"35-39"	"Male"	"M"	182
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"40-44 years"	"40-44"	"Female"	"F"	127
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"40-44 years"	"40-44"	"Male"	"M"	322
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Female"	"F"	192
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"45-49 years"	"45-49"	"Male"	"M"	477
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Female"	"F"	269
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"50-54 years"	"50-54"	"Male"	"M"	613
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Female"	"F"	312
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"55-59 years"	"55-59"	"Male"	"M"	791
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Female"	"F"	283
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"60-64 years "	"60-64"	"Male"	"M"	763
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Female"	"F"	270
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"65-69 years"	"65-69"	"Male"	"M"	651
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Female"	"F"	239
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"70-74 years"	"70-74"	"Male"	"M"	464
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Female"	"F"	213
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"75-79 years"	"75-79"	"Male"	"M"	314
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"80-84 years"	"80-84"	"Female"	"F"	146
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"80-84 years"	"80-84"	"Male"	"M"	232
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"85+ years"	"85+"	"Female"	"F"	185
	"Oral Cavity and Pharynx"	"20010-20100"	"Other Races and Unknown combined"	"2131-1"	"85+ years"	"85+"	"Male"	"M"	147
	"Lip"	"20010"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	"Male"	"M"	19
	"Lip"	"20010"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	"Male"	"M"	22
	"Lip"	"20010"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	"Male"	"M"	19
	"Lip"	"20010"	"American Indian or Alaska Native"	"1002-5"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Lip"	"20010"	"American Indian or Alaska Native"	"1002-5"	"75-79 years"	"75-79"	"Male"	"M"	16
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	"Male"	"M"	25
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	"Male"	"M"	34
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Female"	"F"	16
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"70-74 years"	"70-74"	"Female"	"F"	18
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"75-79 years"	"75-79"	"Female"	"F"	30
	"Lip"	"20010"	"Asian or Pacific Islander"	"A-PI"	"85+ years"	"85+"	"Female"	"F"	19
	"Lip"	"20010"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Male"	"M"	22
	"Lip"	"20010"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Male"	"M"	27
	"Lip"	"20010"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Female"	"F"	23
	"Lip"	"20010"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	"Male"	"M"	34
	"Lip"	"20010"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Female"	"F"	38
	"Lip"	"20010"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	"Male"	"M"	39
	"Lip"	"20010"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Female"	"F"	26
	"Lip"	"20010"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	"Male"	"M"	47
	"Lip"	"20010"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Female"	"F"	18
	"Lip"	"20010"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	"Male"	"M"	55
	"Lip"	"20010"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Female"	"F"	21
	"Lip"	"20010"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	"Male"	"M"	44
	"Lip"	"20010"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Female"	"F"	22
	"Lip"	"20010"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	"Male"	"M"	35
	"Lip"	"20010"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Female"	"F"	17
	"Lip"	"20010"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	"Male"	"M"	30
	"Lip"	"20010"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Female"	"F"	17
	"Lip"	"20010"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Lip"	"20010"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Female"	"F"	20
	"Lip"	"20010"	"White"	"2106-3"	"20-24 years"	"20-24"	"Female"	"F"	16
	"Lip"	"20010"	"White"	"2106-3"	"20-24 years"	"20-24"	"Male"	"M"	31
	"Lip"	"20010"	"White"	"2106-3"	"25-29 years"	"25-29"	"Female"	"F"	36
	"Lip"	"20010"	"White"	"2106-3"	"25-29 years"	"25-29"	"Male"	"M"	108
	"Lip"	"20010"	"White"	"2106-3"	"30-34 years"	"30-34"	"Female"	"F"	77
	"Lip"	"20010"	"White"	"2106-3"	"30-34 years"	"30-34"	"Male"	"M"	254
	"Lip"	"20010"	"White"	"2106-3"	"35-39 years"	"35-39"	"Female"	"F"	148
	"Lip"	"20010"	"White"	"2106-3"	"35-39 years"	"35-39"	"Male"	"M"	567
	"Lip"	"20010"	"White"	"2106-3"	"40-44 years"	"40-44"	"Female"	"F"	270
	"Lip"	"20010"	"White"	"2106-3"	"40-44 years"	"40-44"	"Male"	"M"	1056
	"Lip"	"20010"	"White"	"2106-3"	"45-49 years"	"45-49"	"Female"	"F"	451
	"Lip"	"20010"	"White"	"2106-3"	"45-49 years"	"45-49"	"Male"	"M"	1605
	"Lip"	"20010"	"White"	"2106-3"	"50-54 years"	"50-54"	"Female"	"F"	707
	"Lip"	"20010"	"White"	"2106-3"	"50-54 years"	"50-54"	"Male"	"M"	2452
	"Lip"	"20010"	"White"	"2106-3"	"55-59 years"	"55-59"	"Female"	"F"	802
	"Lip"	"20010"	"White"	"2106-3"	"55-59 years"	"55-59"	"Male"	"M"	3174
	"Lip"	"20010"	"White"	"2106-3"	"60-64 years "	"60-64"	"Female"	"F"	976
	"Lip"	"20010"	"White"	"2106-3"	"60-64 years "	"60-64"	"Male"	"M"	3561
	"Lip"	"20010"	"White"	"2106-3"	"65-69 years"	"65-69"	"Female"	"F"	1218
	"Lip"	"20010"	"White"	"2106-3"	"65-69 years"	"65-69"	"Male"	"M"	4259
	"Lip"	"20010"	"White"	"2106-3"	"70-74 years"	"70-74"	"Female"	"F"	1471
