"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	23404
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	108936
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1780
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	24
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	117
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	346
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	1963
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	17416
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	41787
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	226627
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	3278
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	38
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	231
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	761
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	28
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	2898
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	24135
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	58607
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	361125
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	4438
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	77
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	403
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	1463
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	23
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	3302
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	23785
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	68119
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	433203
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	4759
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	72
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	552
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	2312
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	21
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	3535
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	22836
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	71468
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	485444
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	4747
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	24
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	118
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	687
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	3432
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	45
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	3560
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	21667
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	68585
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	525668
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	4558
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	126
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	804
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	4328
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	37
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	3207
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19262
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	62159
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	537166
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	4139
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	104
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	795
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	5265
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	38
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	2413
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	14208
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	49019
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	475737
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	3244
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	133
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	743
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	5058
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	34
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	1602
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	9193
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	36512
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	392107
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	2205
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	86
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	557
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	4651
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	36
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	953
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	5626
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	24455
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	283212
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1504
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	88
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	373
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	3662
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	29
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	685
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4119
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	21770
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	249675
	"Breast"	"26000"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	1388
	"Breast"	"26000"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	44
	"Breast"	"26000"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	284
	"Breast"	"26000"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	3057
	"Cervix Uteri"	"27010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	33
	"Cervix Uteri"	"27010"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	75
	"Cervix Uteri"	"27010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	252
	"Cervix Uteri"	"27010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	46
	"Cervix Uteri"	"27010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	49
	"Cervix Uteri"	"27010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	428
	"Cervix Uteri"	"27010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2121
	"Cervix Uteri"	"27010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	95
	"Cervix Uteri"	"27010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	167
	"Cervix Uteri"	"27010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	287
	"Cervix Uteri"	"27010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	1691
	"Cervix Uteri"	"27010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	9917
	"Cervix Uteri"	"27010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	315
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	315
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	861
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	3179
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	20525
	"Cervix Uteri"	"27010"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	511
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	359
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1249
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	4272
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	26147
	"Cervix Uteri"	"27010"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	683
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	382
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1682
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	5331
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	28648
	"Cervix Uteri"	"27010"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	660
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	327
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1792
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	5360
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	26287
	"Cervix Uteri"	"27010"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	475
	"Cervix Uteri"	"27010"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	269
	"Cervix Uteri"	"27010"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1589
	"Cervix Uteri"	"27010"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	4950
	"Cervix Uteri"	"27010"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	23134
	"Cervix Uteri"	"27010"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	387
	"Cervix Uteri"	"27010"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	240
	"Cervix Uteri"	"27010"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1430
	"Cervix Uteri"	"27010"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	4603
	"Cervix Uteri"	"27010"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	20800
	"Cervix Uteri"	"27010"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	317
	"Cervix Uteri"	"27010"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	181
	"Cervix Uteri"	"27010"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1245
	"Cervix Uteri"	"27010"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	4009
	"Cervix Uteri"	"27010"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	17159
	"Cervix Uteri"	"27010"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	249
	"Cervix Uteri"	"27010"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	122
	"Cervix Uteri"	"27010"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	892
	"Cervix Uteri"	"27010"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	3403
	"Cervix Uteri"	"27010"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	13850
	"Cervix Uteri"	"27010"	"65-69 years"	"65-69"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	183
	"Cervix Uteri"	"27010"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	89
	"Cervix Uteri"	"27010"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	711
	"Cervix Uteri"	"27010"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	2542
	"Cervix Uteri"	"27010"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	10468
	"Cervix Uteri"	"27010"	"70-74 years"	"70-74"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	148
	"Cervix Uteri"	"27010"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	59
	"Cervix Uteri"	"27010"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	519
	"Cervix Uteri"	"27010"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	2049
	"Cervix Uteri"	"27010"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	7913
	"Cervix Uteri"	"27010"	"75-79 years"	"75-79"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	102
	"Cervix Uteri"	"27010"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	40
	"Cervix Uteri"	"27010"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	375
	"Cervix Uteri"	"27010"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	1423
	"Cervix Uteri"	"27010"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	5875
	"Cervix Uteri"	"27010"	"80-84 years"	"80-84"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	59
	"Cervix Uteri"	"27010"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	42
	"Cervix Uteri"	"27010"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	287
	"Cervix Uteri"	"27010"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	1418
	"Cervix Uteri"	"27010"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	5571
	"Cervix Uteri"	"27010"	"85+ years"	"85+"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	46
	"Colon and Rectum"	"21041-21052"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	77
	"Colon and Rectum"	"21041-21052"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	67
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	26
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	534
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	25
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	19
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	35
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	411
	"Colon and Rectum"	"21041-21052"	"10-14 years"	"10-14"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	17
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	44
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	103
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	1338
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	36
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	50
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	140
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	1066
	"Colon and Rectum"	"21041-21052"	"15-19 years"	"15-19"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	48
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	33
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	104
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	382
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2396
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	81
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	37
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	120
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	347
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	2252
	"Colon and Rectum"	"21041-21052"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	62
	"Colon and Rectum"	"21041-21052"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	74
	"Colon and Rectum"	"21041-21052"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	314
	"Colon and Rectum"	"21041-21052"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	867
	"Colon and Rectum"	"21041-21052"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	4602
